Index,Biomass species,M,Ash ,VM,FC,C,H,O,N,PS,FT,HR,FR,Solid phase,Liquid phase,Gas phase,FR_disponible,H_C,O_C,FT_squared
659,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,500,10.0,150.0,34.33,44.88,22.2,1,1.43705410609773,0.6698132813695403,250000
660,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,150.0,28.19,49.29,23.94,1,1.43705410609773,0.6698132813695403,360000
661,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,700,10.0,150.0,26.93,47.72,26.93,1,1.43705410609773,0.6698132813695403,490000
662,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,150.0,27.44,48.77,23.6,1,1.43705410609773,0.6698132813695403,360000
663,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,200.0,25.66,47.49,26.32,1,1.43705410609773,0.6698132813695403,360000
664,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,250.0,23.71,45.37,29.55,1,1.43705410609773,0.6698132813695403,360000
665,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.5,600,10.0,150.0,30.54,47.79,23.04,1,1.43705410609773,0.6698132813695403,360000
666,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.25,600,10.0,150.0,28.41,48.47,22.78,1,1.43705410609773,0.6698132813695403,360000
667,Teak sawdust,3.87,3.53,78.17,14.43,49.17,5.93,43.87,1.03,0.18,600,10.0,150.0,27.59,48.78,24.03,1,1.43705410609773,0.6698132813695403,360000
671,Beech,8.7,0.8,84.3,15.2,49.1,5.7,44.5,0.15,0.38,450,10.0,50.0,40.6,47.5,6.1,1,1.3832860537290272,0.6804008499003692,202500
672,Beech,8.7,0.8,84.3,15.2,49.1,5.7,44.5,0.15,0.38,500,10.0,50.0,13.6,62.4,15.0,1,1.3832860537290272,0.6804008499003692,250000
674,Beech,8.7,0.8,84.3,15.2,49.1,5.7,44.5,0.15,0.38,600,10.0,50.0,8.2,40.1,51.5,1,1.3832860537290272,0.6804008499003692,360000
677,"RS,RH",4.1,9.8,74.3,16.0,54.3,5.7,38.4,1.6,0.34,375,10.0,7000.0,38.42,52.38,8.94,1,1.2508166710514779,0.5309061098086586,140625
678,"RS,RH",4.1,9.8,74.3,16.0,54.3,5.7,38.4,1.6,0.34,400,10.0,7000.0,37.36,54.09,8.05,1,1.2508166710514779,0.5309061098086586,160000
679,"RS,RH",4.1,9.8,74.3,16.0,54.3,5.7,38.4,1.6,0.34,425,10.0,7000.0,33.89,55.62,10.27,1,1.2508166710514779,0.5309061098086586,180625
680,"RS,RH",4.1,9.8,74.3,16.0,54.3,5.7,38.4,1.6,0.34,450,10.0,7000.0,31.11,57.31,11.11,1,1.2508166710514779,0.5309061098086586,202500
681,"RS,RH",4.1,9.8,74.3,16.0,54.3,5.7,38.4,1.6,0.34,500,10.0,7000.0,28.13,55.2,16.41,1,1.2508166710514779,0.5309061098086586,250000
682,"RS,RH",1.3,13.9,69.3,16.8,50.4,6.0,42.6,0.9,0.34,375,10.0,7000.0,34.11,52.21,13.42,1,1.4185326908541196,0.6345493319522947,140625
683,"RS,RH",1.3,13.9,69.3,16.8,50.4,6.0,42.6,0.9,0.34,400,10.0,7000.0,30.46,54.6,15.29,1,1.4185326908541196,0.6345493319522947,160000
684,"RS,RH",1.3,13.9,69.3,16.8,50.4,6.0,42.6,0.9,0.34,425,10.0,7000.0,27.17,50.79,21.48,1,1.4185326908541196,0.6345493319522947,180625
685,"RS,RH",1.3,13.9,69.3,16.8,50.4,6.0,42.6,0.9,0.34,450,10.0,7000.0,26.8,49.56,24.22,1,1.4185326908541196,0.6345493319522947,202500
686,"RS,RH",1.3,13.9,69.3,16.8,50.4,6.0,42.6,0.9,0.34,500,10.0,7000.0,24.34,47.44,27.96,1,1.4185326908541196,0.6345493319522947,250000
687,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,425,30.0,8000.0,38.6,45.0,16.4,1,1.352133288303501,0.8295349133079684,180625
688,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,450,30.0,8000.0,35.1,48.0,16.9,1,1.352133288303501,0.8295349133079684,202500
689,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,475,30.0,8000.0,33.2,46.6,20.2,1,1.352133288303501,0.8295349133079684,225625
690,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,500,30.0,8000.0,30.0,44.0,26.0,1,1.352133288303501,0.8295349133079684,250000
691,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.34,450,30.0,8000.0,34.6,44.3,21.1,1,1.352133288303501,0.8295349133079684,202500
692,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,450,30.0,8000.0,35.1,48.0,16.9,1,1.352133288303501,0.8295349133079684,202500
693,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,450,30.0,8000.0,38.4,46.2,15.4,1,1.352133288303501,0.8295349133079684,202500
694,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,450,30.0,6000.0,32.7,44.8,22.5,1,1.352133288303501,0.8295349133079684,202500
695,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,450,30.0,8000.0,35.1,48.0,16.9,1,1.352133288303501,0.8295349133079684,202500
696,Jatropha curcas de oilseed cake,5.0,5.0,69.0,21.0,42.3,4.8,46.74,5.8,0.75,450,30.0,10000.0,32.0,41.5,26.5,1,1.352133288303501,0.8295349133079684,202500
697,Tomato peel,4.67,4.87,78.12,12.34,55.0,7.9,34.0,2.8,0.75,450,20.0,100.0,44.0,14.0,42.0,0,1.7115241702741701,0.46409036928444386,202500
698,Tomato peel,4.67,4.87,78.12,12.34,55.0,7.9,34.0,2.8,0.75,500,20.0,100.0,39.0,17.5,43.5,0,1.7115241702741701,0.46409036928444386,250000
699,Tomato peel,4.67,4.87,78.12,12.34,55.0,7.9,34.0,2.8,0.75,550,20.0,100.0,26.4,32.0,33.6,0,1.7115241702741701,0.46409036928444386,302500
700,Tomato peel,4.67,4.87,78.12,12.34,55.0,7.9,34.0,2.8,0.75,600,20.0,50.0,27.85,40.0,32.15,0,1.7115241702741701,0.46409036928444386,360000
701,Tomato peel,4.67,4.87,78.12,12.34,55.0,7.9,34.0,2.8,0.75,650,20.0,50.0,26.0,36.0,38.0,0,1.7115241702741701,0.46409036928444386,422500
702,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.85,300,15.0,200.0,41.98,34.42,22.42,1,1.481477228261794,0.7650571140331853,90000
703,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.85,400,15.0,200.0,36.05,37.85,25.73,1,1.481477228261794,0.7650571140331853,160000
704,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.85,500,15.0,200.0,31.68,41.88,26.28,1,1.481477228261794,0.7650571140331853,250000
705,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.85,600,15.0,200.0,30.55,40.03,30.19,1,1.481477228261794,0.7650571140331853,360000
706,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.33,500,15.0,200.0,28.84,42.59,26.45,1,1.481477228261794,0.7650571140331853,250000
707,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.51,500,15.0,200.0,30.4,43.78,26.1,1,1.481477228261794,0.7650571140331853,250000
708,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.65,500,15.0,200.0,30.88,44.38,24.66,1,1.481477228261794,0.7650571140331853,250000
709,Walnut shell,7.5,1.65,71.52,19.33,46.65,5.8,47.54,1.65,0.85,500,15.0,200.0,31.35,45.82,23.23,1,1.481477228261794,0.7650571140331853,250000
710,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,350,20.0,8000.0,43.75,41.41,13.8,1,1.643193705852335,0.6880144343835363,122500
711,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,400,20.0,8000.0,39.37,43.85,15.68,1,1.643193705852335,0.6880144343835363,160000
712,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,450,20.0,8000.0,36.04,46.04,16.51,1,1.643193705852335,0.6880144343835363,202500
713,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,500,20.0,8000.0,35.05,43.02,20.21,1,1.643193705852335,0.6880144343835363,250000
714,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,550,20.0,8000.0,33.54,39.74,25.47,1,1.643193705852335,0.6880144343835363,302500
715,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,600,20.0,8000.0,32.81,35.42,31.77,1,1.643193705852335,0.6880144343835363,360000
716,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,0.33,450,20.0,8000.0,33.25,44.42,21.83,1,1.643193705852335,0.6880144343835363,202500
717,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,0.65,450,20.0,8000.0,33.82,46.32,19.35,1,1.643193705852335,0.6880144343835363,202500
718,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.0,450,20.0,8000.0,36.93,47.97,16.63,1,1.643193705852335,0.6880144343835363,202500
719,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,1.5,450,20.0,8000.0,36.23,47.33,17.45,1,1.643193705852335,0.6880144343835363,202500
720,MCA oil cake,6.5,6.5,74.9,18.9,47.28,6.52,43.33,2.55,2.0,450,20.0,8000.0,37.06,41.63,19.29,1,1.643193705852335,0.6880144343835363,202500
721,S. japonica,2.79,22.99,70.9,3.22,42.09,4.38,51.6,1.53,4.0,430,15.0,600.0,34.87,44.98,19.92,1,1.2399775424543775,0.9203586628298266,184900
722,S. japonica,2.79,22.99,70.9,3.22,42.09,4.38,51.6,1.53,4.0,450,15.0,600.0,32.48,48.96,18.85,1,1.2399775424543775,0.9203586628298266,202500
723,S. japonica,2.79,22.99,70.9,3.22,42.09,4.38,51.6,1.53,4.0,470,15.0,600.0,30.09,47.46,21.52,1,1.2399775424543775,0.9203586628298266,220900
724,S. japonica,2.79,22.99,70.9,3.22,42.09,4.38,51.6,1.53,4.0,530,15.0,600.0,25.57,48.21,27.11,1,1.2399775424543775,0.9203586628298266,280900
725,DOC,10.53,6.51,70.56,12.4,54.2,6.1,34.5,5.2,0.35,400,20.0,100.0,20.61,33.41,45.49,0,1.341063008844374,0.4778660059242632,160000
726,DOC,12.56,5.3,71.1,11.04,57.25,5.83,32.72,4.2,0.35,400,20.0,100.0,18.05,38.41,42.56,0,1.2134215360088723,0.42906603060071163,160000
727,DOC,9.78,7.32,68.23,14.67,55.85,5.32,33.73,5.1,0.35,400,20.0,100.0,21.95,33.9,43.17,0,1.1350293444742863,0.4533978875022571,160000
728,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,300,35.0,25.0,26.3,42.12,27.95,1,1.8512724857384812,0.5151120875091824,90000
729,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,350,35.0,25.0,26.3,45.41,25.07,1,1.8512724857384812,0.5151120875091824,122500
730,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,400,35.0,25.0,25.68,44.59,21.99,1,1.8512724857384812,0.5151120875091824,160000
731,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,450,35.0,25.0,25.48,49.11,17.67,1,1.8512724857384812,0.5151120875091824,202500
732,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,500,35.0,25.0,24.86,44.18,24.86,1,1.8512724857384812,0.5151120875091824,250000
733,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,600,35.0,25.0,24.04,42.12,28.97,1,1.8512724857384812,0.5151120875091824,360000
734,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,700,35.0,25.0,24.25,39.86,30.62,1,1.8512724857384812,0.5151120875091824,490000
735,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,800,35.0,25.0,22.6,37.19,35.14,1,1.8512724857384812,0.5151120875091824,640000
736,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,450,35.0,50.0,26.15,32.1,35.16,1,1.8512724857384812,0.5151120875091824,202500
737,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,450,35.0,100.0,25.1,37.89,31.76,1,1.8512724857384812,0.5151120875091824,202500
738,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,450,35.0,150.0,24.94,39.0,30.89,1,1.8512724857384812,0.5151120875091824,202500
739,Eucalyptus wood,5.18,4.8,70.85,19.18,51.17,7.95,35.11,5.32,0.85,450,35.0,200.0,24.79,44.43,26.41,1,1.8512724857384812,0.5151120875091824,202500
743,corn,7.67,8.33,71.95,12.05,49.1,6.1,43.7,0.7,0.3,460,10.0,30.2,14.0,64.2,14.9,1,1.480358759253871,0.6681689245089019,211600
744,corn,7.67,8.33,71.95,12.05,49.1,6.1,43.7,0.7,0.3,500,10.0,30.2,18.2,66.0,15.9,1,1.480358759253871,0.6681689245089019,250000
745,corn,7.67,8.33,71.95,12.05,49.1,6.1,43.7,0.7,0.3,540,10.0,30.2,20.8,64.9,21.1,1,1.480358759253871,0.6681689245089019,291600
747,Karanja seed,7.27,1.5,89.23,2.0,53.04,7.32,35.53,3.94,0.5,500,20.0,40.0,25.76,50.23,24.8,1,1.6444709293973998,0.5028958140011955,250000
748,Karanja seed,7.27,1.5,89.23,2.0,53.04,7.32,35.53,3.94,0.5,525,20.0,40.0,22.19,53.15,25.06,1,1.6444709293973998,0.5028958140011955,275625
749,Karanja seed,7.27,1.5,89.23,2.0,53.04,7.32,35.53,3.94,0.5,550,20.0,40.0,20.21,55.32,25.64,1,1.6444709293973998,0.5028958140011955,302500
750,Karanja seed,7.27,1.5,89.23,2.0,53.04,7.32,35.53,3.94,0.5,575,20.0,40.0,18.77,51.85,29.51,1,1.6444709293973998,0.5028958140011955,330625
751,Karanja seed,7.27,1.5,89.23,2.0,53.04,7.32,35.53,3.94,0.5,600,20.0,40.0,19.03,50.51,31.26,1,1.6444709293973998,0.5028958140011955,360000
