Index,Biomass species,M,Ash ,VM,FC,C,H,O,N,PS,FT,HR,FR,Solid phase,Liquid phase,Gas phase,FR_disponible
1,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,550,10.0,100.0,35.0,44.9,20.1,1
2,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,650,10.0,100.0,31.75,41.25,27.0,1
3,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,750,10.0,100.0,30.2,40.6,29.2,1
4,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,850,10.0,100.0,28.6,36.36,35.04,1
5,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,550,10.0,100.0,32.85,54.38,12.77,1
6,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,650,10.0,100.0,30.14,55.56,14.3,1
7,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,750,10.0,100.0,28.4,54.75,16.85,1
8,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,850,10.0,100.0,26.28,53.22,20.5,1
12,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,400,10.0,100.0,26.53,33.33,39.73,0
13,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,500,10.0,100.0,24.84,31.64,42.9,0
14,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,600,10.0,50.0,24.1,31.02,44.1,0
15,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,700,10.0,50.0,23.33,29.3,45.8,0
16,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,400,10.0,100.0,56.69,25.04,14.8,0
17,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,500,10.0,100.0,47.28,30.66,21.16,0
18,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,600,10.0,50.0,46.56,30.19,21.89,0
24,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,400,15.0,3000.0,57.13,25.07,17.69,1
25,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,500,15.0,3000.0,47.7,30.88,20.85,1
26,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,600,15.0,3000.0,47.0,30.7,22.06,1
47,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,350,10.0,100.0,50.07,29.04,20.89,1
48,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,400,10.0,100.0,45.09,33.07,21.27,1
49,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,450,10.0,100.0,37.31,38.16,24.22,1
50,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,10.0,100.0,31.46,41.97,26.52,1
51,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,550,10.0,100.0,31.4,40.2,28.4,1
52,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,600,10.0,100.0,30.06,39.5,35.64,1
53,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,650,10.0,100.0,23.36,38.81,37.09,1
54,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,350,50.0,100.0,47.16,30.83,20.91,1
55,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,400,50.0,100.0,42.16,35.76,22.12,1
56,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,450,50.0,100.0,34.48,41.3,23.11,1
57,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,28.24,45.19,25.97,1
58,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,550,50.0,100.0,25.11,44.32,29.45,1
59,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,600,50.0,100.0,24.87,41.81,32.3,1
60,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,650,50.0,100.0,24.21,39.5,34.13,1
61,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.25,500,50.0,100.0,37.4,26.94,34.17,1
62,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.38,500,50.0,100.0,39.54,27.94,30.99,1
63,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,45.49,29.14,25.71,1
64,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.8,500,50.0,100.0,43.82,36.41,20.44,1
65,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,1.35,500,50.0,100.0,41.59,37.79,20.49,1
66,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,50.0,39.53,33.78,26.4,1
67,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,45.18,27.93,27.17,1
68,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,150.0,42.7,27.2,29.7,1
69,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,200.0,41.85,26.72,31.22,1
75,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,300,10.0,1500.0,49.5,30.7,19.75,1
76,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,400,10.0,1500.0,30.95,48.3,20.74,1
77,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,450,10.0,1500.0,29.42,49.01,21.5,1
78,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,500,10.0,1500.0,27.15,50.03,22.82,1
79,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,550,10.0,1500.0,26.21,50.57,23.23,1
80,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,600,10.0,1500.0,25.92,49.7,24.3,1
81,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,700,10.0,1500.0,25.1,48.24,26.66,1
82,Peanut shells ,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,300,15.0,50.0,47.76,14.38,36.43,1
83,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,400,15.0,50.0,41.42,15.83,40.79,1
84,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,500,15.0,50.0,37.06,17.75,41.17,1
85,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,600,15.0,50.0,35.43,15.12,46.12,1
86,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,700,15.0,50.0,33.73,13.03,52.4,1
87,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,800,15.0,50.0,32.35,10.29,55.6,1
88,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,900,15.0,50.0,33.78,8.88,53.54,1
89,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,300,15.0,50.0,52.2,14.48,30.19,1
90,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,400,15.0,50.0,45.01,18.12,35.96,1
91,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,500,15.0,50.0,36.51,20.76,41.36,1
92,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,600,15.0,50.0,35.25,18.84,41.92,1
93,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,700,15.0,50.0,32.79,12.72,52.07,1
94,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,800,15.0,50.0,33.89,15.78,47.61,1
95,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,900,15.0,50.0,30.54,13.28,51.32,1
96, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,300,15.0,50.0,43.05,20.64,35.92,1
97, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,400,15.0,50.0,43.46,16.38,37.7,1
98, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,500,15.0,50.0,29.28,32.69,34.25,1
99, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,600,15.0,50.0,22.33,28.5,43.71,1
100, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,700,15.0,50.0,23.73,27.25,46.8,1
101, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,800,15.0,50.0,21.58,26.55,50.83,1
102, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,900,15.0,50.0,19.3,21.04,58.29,1
103,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,300,15.0,50.0,63.51,10.31,23.26,1
104,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,11.25,400,15.0,50.0,54.42,11.43,31.02,1
105,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,500,15.0,50.0,54.29,11.38,30.42,1
106,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,600,15.0,50.0,50.93,10.68,35.92,1
107,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,700,15.0,50.0,52.24,8.72,36.49,1
108,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,800,15.0,50.0,48.27,8.28,41.43,1
109,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,900,15.0,50.0,50.78,6.18,41.18,1
139,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,450,15.0,100.0,39.28,33.94,26.53,0
140,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,475,15.0,100.0,31.57,36.51,31.57,0
141,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,500,15.0,100.0,27.22,42.15,30.18,0
142,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,525,15.0,100.0,26.23,47.88,25.14,0
143,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,550,15.0,100.0,25.73,50.35,23.56,0
144,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,575,15.0,50.0,25.54,49.07,24.94,0
158,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,400,15.0,100.0,23.2,42.9,33.9,1
159,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,450,15.0,100.0,39.3,34.0,26.7,1
160,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,500,15.0,100.0,46.9,30.0,23.1,1
161,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,550,15.0,100.0,40.0,34.3,25.7,1
162,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,400,15.0,100.0,33.17,39.4,27.05,1
163,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,450,15.0,100.0,28.51,42.41,28.92,1
164,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,100.0,24.56,45.0,30.17,1
165,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,550,15.0,100.0,22.9,41.78,35.15,1
166,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,600,15.0,100.0,20.52,37.74,41.58,1
167,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,50.0,30.87,40.96,28.08,1
168,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,80.0,24.13,45.19,30.58,1
169,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,100.0,22.88,43.65,33.08,1
170,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,120.0,21.83,39.33,38.46,1
171,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,0.5,500,15.0,100.0,24.33,45.63,30.8,1
172,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,100.0,28.66,41.51,30.13,1
173,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.5,500,15.0,100.0,33.34,39.55,28.08,1
180,Dried banana leaves,7.8,6.2,78.2,15.6,43.5,6.2,42.3,0.86,0.75,500,10.0,100.0,23.3,27.0,49.6,0
181,Sugarcane straw,10.4,16.4,74.0,13.0,43.2,6.7,33.2,0.3,0.75,500,10.0,100.0,48.2,35.5,20.4,0
182,wheat straw,4.56,4.89,79.92,15.18,44.93,5.71,48.73,0.63,0.75,500,20.0,100.0,60.6,21.7,17.1,0
184,Miscanthus sinensis,4.55,4.46,75.62,19.92,46.95,5.85,46.28,0.92,0.75,500,20.0,100.0,60.27,19.17,11.1,0
185,Willow,5.71,2.96,81.19,15.85,48.48,5.74,43.91,1.87,0.75,500,20.0,100.0,51.4,19.28,19.89,0
186,Beech,4.24,0.96,85.89,13.15,53.04,5.42,41.63,0.0,0.38,500,20.0,100.0,67.8,12.6,13.3,0
187,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,400,30.0,50.0,30.25,37.85,31.35,1
188,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,450,30.0,50.0,26.38,38.67,35.5,1
189,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,500,30.0,50.0,24.72,39.64,35.22,1
190,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,550,30.0,50.0,26.24,37.85,36.05,1
191,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,600,30.0,50.0,24.72,39.23,36.46,1
192,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,0.8,500,30.0,50.0,31.93,35.89,32.34,1
193,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,500,30.0,50.0,26.71,40.51,32.99,1
194,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,4.0,500,30.0,50.0,25.31,40.74,33.23,1
195,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,300,30.0,50.0,45.53,33.41,21.16,1
196,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,350,30.0,50.0,38.13,38.13,22.67,1
197,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,400,30.0,50.0,31.99,44.66,23.21,1
198,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,450,30.0,50.0,29.88,45.34,24.31,1
199,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,500,30.0,50.0,26.94,45.47,26.66,1
200,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,550,30.0,50.0,26.93,46.15,26.51,1
201,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,600,30.0,50.0,26.77,46.55,26.49,1
202,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,650,30.0,50.0,25.78,45.28,28.99,1
203,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,0.8,480,30.0,50.0,31.29,33.48,31.97,1
204,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,480,30.0,50.0,32.44,39.56,28.33,1
205,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,4.0,480,30.0,50.0,27.56,45.65,26.88,1
206,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,7.0,480,30.0,50.0,28.57,46.25,25.15,1
207,Palm shell,4.7,8.6,73.5,13.2,52.05,5.37,42.1,0.49,2.0,500,10.0,100.0,35.26,47.43,17.31,0
208,EFB,6.9,2.91,79.4,10.8,43.06,5.98,50.42,0.55,2.0,500,10.0,100.0,29.05,45.75,25.2,0
209,Mesocarp fiber,8.6,5.8,78.0,8.6,45.03,6.15,47.89,0.94,2.0,500,10.0,100.0,29.8,43.87,26.33,0
210,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,400,5.0,0.0,23.1,46.86,30.05,1
211,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,500,5.0,0.0,20.81,49.05,30.14,1
212,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,550,5.0,0.0,20.29,49.19,30.52,1
213,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,600,5.0,0.0,20.19,47.43,32.38,1
214,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,700,5.0,0.0,20.0,39.86,40.14,1
215,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,400,40.0,0.0,18.96,46.04,35.0,1
216,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,500,40.0,0.0,18.63,45.85,35.52,1
217,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,550,40.0,0.0,18.49,45.57,35.94,1
218,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,600,40.0,0.0,18.11,45.33,36.56,1
219,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,700,40.0,0.0,17.92,42.17,39.91,1
220,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,400,80.0,0.0,16.58,47.04,36.38,1
221,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,500,80.0,0.0,16.8,46.96,36.24,1
222,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,550,80.0,0.0,16.81,46.26,36.93,1
223,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,600,80.0,0.0,16.29,46.3,37.41,1
224,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.2,700,80.0,0.0,16.2,43.54,40.26,1
225,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,0.6,500,5.0,0.0,19.99,50.62,29.4,1
226,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,0.0,20.24,48.99,30.77,1
227,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.6,500,5.0,0.0,23.26,45.29,31.45,1
228,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,2.0,500,5.0,0.0,24.94,43.4,31.66,1
229,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,50.0,20.79,52.61,26.6,1
230,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,100.0,20.21,54.97,24.82,1
231,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,200.0,19.79,55.44,24.77,1
232,safflower seed,5.7,2.2,80.8,11.3,60.46,9.08,27.36,3.1,1.0,500,5.0,400.0,19.79,53.97,26.24,1
233,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,400,25.0,100.0,20.66,47.5,31.79,1
234,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,100.0,17.53,45.32,37.15,1
235,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,600,25.0,100.0,14.94,39.8,43.26,1
236,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,700,25.0,100.0,11.82,39.15,49.04,1
237,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.3,500,25.0,100.0,18.17,45.1,36.75,1
238,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.5,500,25.0,100.0,24.07,42.05,33.88,1
239,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.7,500,25.0,100.0,24.65,42.29,33.08,1
240,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.9,500,25.0,100.0,25.83,45.26,28.92,1
241,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,100.0,19.94,44.04,36.01,1
242,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,200.0,17.81,39.95,42.26,1
243,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,300.0,18.78,37.99,43.23,1
244,Baboon seeds ,12.5,7.3,69.1,11.0,54.1,6.12,34.53,5.23,0.2,500,25.0,400.0,22.18,29.97,47.83,1
261,Southern bimorphic microalgae,0.08,17.33,51.45,31.13,52.6,6.21,31.92,8.75,0.2,300,10.0,100.0,36.1,49.2,14.71,1
262,Southern bimorphic microalgae,0.08,17.33,51.45,31.13,52.6,6.21,31.92,8.75,0.2,400,10.0,100.0,28.56,53.02,18.42,1
263,Southern bimorphic microalgae,0.08,17.33,51.45,31.13,52.6,6.21,31.92,8.75,0.2,500,10.0,100.0,25.59,55.25,19.16,1
264,Southern bimorphic microalgae,0.08,17.33,51.45,31.13,52.6,6.21,31.92,8.75,0.2,600,10.0,100.0,21.88,53.64,24.48,1
265,Palm trunk,7.16,5.27,82.6,4.97,42.72,5.61,51.24,0.44,1.5,500,10.0,2000.0,40.87,33.6,25.53,1
266,Thallus,13.84,0.24,82.7,3.22,42.76,5.99,50.88,0.39,1.5,500,10.0,2000.0,43.5,30.24,26.26,1
267,Leaf,9.0,12.32,66.76,11.92,42.76,5.99,50.88,0.39,1.5,500,10.0,2000.0,16.58,36.75,46.67,1
268,Leaf rib,8.01,4.26,75.94,11.79,43.76,6.3,49.57,0.38,1.5,500,10.0,2000.0,29.02,28.63,42.35,1
269,pomegranate seeds,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,400,5.0,30.0,41.47,42.2,16.33,1
270,pomegranate seeds,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,500,5.0,30.0,29.83,54.04,16.13,1
271,pomegranate seeds,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,600,5.0,30.0,29.28,54.2,16.52,1
272,pomegranate seeds,5.38,1.83,78.71,14.08,49.65,7.54,38.13,4.03,3.2,800,5.0,30.0,27.87,52.07,20.06,1
312,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.65,400,30.0,0.0,24.62,41.08,26.44,1
313,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.65,500,30.0,0.0,21.7,45.18,26.12,1
314,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.65,550,30.0,0.0,19.38,46.67,25.96,1
315,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.65,600,30.0,0.0,19.21,45.64,27.01,1
316,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.65,700,30.0,0.0,18.29,44.36,30.59,1
317,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.23,550,30.0,0.0,22.53,43.01,26.22,1
318,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.53,550,30.0,0.0,21.05,44.67,25.98,1
319,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.73,550,30.0,0.0,16.56,48.24,27.42,1
320,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.03,550,30.0,0.0,15.53,49.23,29.3,1
321,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.6,550,30.0,0.0,17.08,48.42,27.49,1
322,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,2.0,550,30.0,0.0,20.98,46.28,26.47,1
323,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.2,550,30.0,50.0,16.34,48.64,27.03,1
324,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.2,550,30.0,100.0,15.54,51.41,25.9,1
325,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.2,550,30.0,200.0,15.3,51.61,24.88,1
326,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.2,550,30.0,400.0,15.58,49.22,27.5,1
332,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.23,550,300.0,100.0,19.25,55.25,18.2,1
333,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.53,550,300.0,100.0,18.78,58.26,16.17,1
334,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.73,550,300.0,100.0,12.93,68.06,12.41,1
335,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.03,550,300.0,100.0,13.16,67.77,12.98,1
336,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,1.6,550,300.0,100.0,13.22,65.57,14.78,1
337,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,2.0,550,300.0,100.0,16.06,64.58,14.67,1
338,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.93,550,300.0,50.0,14.27,65.07,14.93,1
339,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.93,550,300.0,100.0,13.12,68.19,12.96,1
340,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.93,550,300.0,200.0,13.62,68.19,12.63,1
341,rapeseed,4.9,5.5,81.7,7.9,62.1,9.1,24.9,3.9,0.93,550,300.0,400.0,14.44,65.89,14.11,1
353,Corncob,7.36,1.49,79.58,11.57,49.32,5.35,44.7,0.63,0.5,500,40.0,200.0,23.4,47.7,38.62,1
354,"OPMF,PF",4.75,1.4,66.84,27.01,45.38,10.59,42.04,1.32,0.18,550,10.0,100.0,33.35,48.69,19.22,1
